0 1218.723707
1 238.421286
2 180.742540
3 180.742540
4 180.742540
5 180.742540
6 180.742540
7 180.742540
8 164.038013
9 164.038013
10 164.038013
11 164.038013
12 164.038013
13 164.038013
14 128.737056
15 128.737056
16 128.737056
17 128.737056
18 128.737056
19 128.737056
20 128.737056
21 128.737056
22 128.737056
23 128.737056
24 128.737056
25 128.737056
26 128.737056
27 128.737056
28 128.737056
29 128.737056
30 101.356792
31 101.356792
32 101.356792
33 101.356792
34 101.356792
35 101.356792
36 101.356792
37 101.356792
38 101.356792
39 101.356792
40 101.356792
41 101.356792
42 101.356792
43 101.356792
44 101.356792
45 101.356792
46 101.356792
47 101.356792
48 101.356792
49 101.356792
50 101.356792
