67 0 61 14 15 5 7 2 8 4 11 12 9 10 13 3 6
63 0 62 2 15 5 7 14 8 4 11 12 9 10 13 3 6
54 0 63 8 15 5 7 14 2 4 11 12 9 10 13 3 6
61 0 64 8 15 5 6 14 2 4 11 12 9 10 13 3 7
66 0 65 8 15 5 6 14 2 4 11 3 9 10 13 12 7
66 0 66 8 15 5 4 14 2 6 11 3 9 10 13 12 7
69 0 67 8 15 5 13 14 2 6 11 3 9 10 4 12 7
76 0 68 8 15 5 13 14 2 6 11 3 12 10 4 9 7
55 0 69 8 15 5 3 14 2 6 11 13 12 10 4 9 7
61 0 70 8 15 5 3 14 2 6 11 10 12 13 4 9 7
75 0 71 8 15 5 3 7 2 6 11 10 12 13 4 9 14
78 0 72 8 15 5 3 12 2 6 11 10 7 13 4 9 14
75 0 73 8 15 5 3 4 2 6 11 10 7 13 12 9 14
66 0 74 8 15 5 11 4 2 6 3 10 7 13 12 9 14
67 0 75 8 15 5 9 4 2 6 3 10 7 13 12 11 14
78 0 76 8 15 5 9 4 2 6 3 10 13 7 12 11 14
82 0 77 8 15 6 9 4 2 5 3 10 13 7 12 11 14
74 0 78 8 15 6 9 4 10 5 3 2 13 7 12 11 14
71 0 79 2 15 6 9 4 10 5 3 8 13 7 12 11 14
63 0 80 2 15 6 9 4 10 5 3 7 13 8 12 11 14
65 0 81 2 15 6 9 12 10 5 3 7 13 8 4 11 14
67 0 82 2 15 6 9 12 11 5 3 7 13 8 4 10 14
70 0 83 2 15 6 9 12 11 14 3 7 13 8 4 10 5
72 0 84 2 15 10 9 12 11 14 3 7 13 8 4 6 5
58 0 85 2 15 10 9 12 11 5 3 7 13 8 4 6 14
50 0 86 2 9 10 15 12 11 5 3 7 13 8 4 6 14
59 0 87 2 9 10 11 12 15 5 3 7 13 8 4 6 14
68 0 88 2 9 10 11 6 15 5 3 7 13 8 4 12 14
60 0 89 2 9 10 11 6 15 5 3 7 13 8 12 4 14
69 0 90 2 9 10 11 6 15 4 3 7 13 8 12 5 14
86 0 91 2 13 10 11 6 15 4 3 7 9 8 12 5 14
78 0 92 2 13 11 10 6 15 4 3 7 9 8 12 5 14
86 0 93 2 13 11 10 6 5 4 3 7 9 8 12 15 14
78 0 94 2 13 11 10 6 15 4 3 7 9 8 12 5 14
70 0 95 2 8 11 10 6 15 4 3 7 9 13 12 5 14
73 0 96 2 8 11 10 6 15 4 3 7 9 14 12 5 13
80 0 97 2 6 11 10 8 15 4 3 7 9 14 12 5 13
68 0 98 2 6 12 10 8 15 4 3 7 9 14 11 5 13
49 0 99 2 6 12 10 8 15 4 14 7 9 3 11 5 13
55 1 0 2 6 12 10 4 15 8 14 7 9 3 11 5 13
59 1 1 2 6 12 10 4 15 8 9 7 14 3 11 5 13
61 1 2 2 6 13 10 4 15 8 9 7 14 3 11 5 12
53 1 3 2 6 13 10 4 12 8 9 7 14 3 11 5 15
62 1 4 2 6 11 10 4 12 8 9 7 14 3 13 5 15
76 1 5 2 6 11 10 4 12 8 9 7 3 14 13 5 15
61 1 6 2 6 11 10 4 12 8 9 3 14 7 13 5 15
73 1 7 2 6 11 10 4 12 3 9 8 14 7 13 5 15
79 1 8 2 6 11 10 3 12 4 9 8 14 7 13 5 15
63 1 9 2 6 11 10 3 12 4 9 13 14 7 8 5 15
68 1 10 2 6 11 7 3 12 4 9 13 14 10 8 5 15
76 1 11 2 6 11 7 3 12 8 9 13 14 10 4 5 15
79 1 12 8 6 11 7 3 12 2 9 13 14 10 4 5 15
79 1 13 8 6 11 7 3 12 2 9 10 14 13 4 5 15
94 1 14 5 6 11 7 3 12 2 9 10 14 13 4 8 15
95 1 15 5 6 11 7 3 12 2 9 15 14 13 4 8 10
78 1 16 5 14 11 7 3 12 2 9 15 6 13 4 8 10
66 1 17 5 14 11 7 3 10 2 9 15 6 13 4 8 12
67 1 18 5 14 11 7 3 10 2 4 15 6 13 9 8 12
65 1 19 5 14 11 7 3 10 9 4 15 6 13 2 8 12
77 1 20 5 2 11 7 3 10 9 4 15 6 13 14 8 12
79 1 21 5 2 11 7 3 10 4 9 15 6 13 14 8 12
81 1 22 5 2 13 7 3 10 9 4 15 6 11 14 8 12
76 1 23 5 2 13 7 3 10 6 4 15 9 11 14 8 12
74 1 24 5 2 8 7 3 10 6 4 15 9 11 14 13 12
60 1 25 13 2 8 7 3 10 6 4 15 9 11 14 5 12
53 1 26 7 2 8 13 3 10 6 4 15 9 11 14 5 12
49 1 27 12 2 8 13 3 10 6 4 15 9 11 14 5 7
53 1 28 12 2 8 13 3 10 6 4 15 9 14 11 5 7
58 1 29 11 2 8 13 3 10 6 4 15 9 14 12 5 7
53 1 30 2 11 8 13 3 10 6 4 15 9 14 12 5 7
48 1 31 2 8 11 13 3 10 6 4 15 9 14 12 5 7
55 1 32 2 8 11 13 3 10 6 7 15 9 14 12 5 4
41 1 33 2 8 11 13 3 14 6 7 15 9 10 12 5 4
56 1 34 2 8 11 10 3 14 6 7 15 9 13 12 5 4
52 1 35 2 4 11 10 3 14 6 7 15 9 13 12 5 8
50 1 36 2 4 13 10 3 14 6 7 15 9 11 12 5 8
63 1 37 2 4 13 10 3 14 9 7 15 6 11 12 5 8
52 1 38 2 4 13 6 3 14 9 7 15 10 11 12 5 8
54 1 39 2 4 13 6 3 14 9 7 15 10 11 12 8 5
73 1 40 2 4 13 12 3 14 9 7 15 10 11 6 8 5
68 1 41 2 4 13 12 3 14 9 7 15 10 6 11 8 5
59 1 42 2 4 13 12 3 14 5 7 15 10 6 11 8 9
50 1 43 2 3 13 12 4 14 5 7 15 10 6 11 8 9
54 1 44 15 3 13 12 4 14 5 7 2 10 6 11 8 9
47 1 45 15 3 9 12 4 14 5 7 2 10 6 11 8 13
66 1 46 15 3 9 12 13 14 5 7 2 10 6 11 8 4
48 1 47 15 3 9 2 4 14 5 7 12 10 6 11 8 13
53 1 48 15 7 9 2 4 14 5 3 12 10 6 11 8 13
51 1 49 7 15 9 2 4 14 5 3 12 10 6 11 8 13
52 1 50 7 15 9 2 14 4 5 3 12 10 6 11 8 13
65 1 51 14 15 9 2 7 4 5 3 12 10 6 11 8 13
68 1 52 14 15 9 2 7 4 5 3 12 6 10 11 8 13
62 1 53 14 15 9 2 4 7 5 3 12 6 10 11 8 13
64 1 54 14 7 9 2 4 15 5 3 12 6 10 11 8 13
70 1 55 14 7 9 2 4 15 5 12 3 6 10 11 8 13
78 1 56 8 7 9 2 4 15 5 12 3 6 10 11 14 13
71 1 57 8 10 9 2 4 15 5 12 3 6 7 11 14 13
69 1 58 8 2 9 10 4 15 5 12 3 6 7 11 14 13
77 1 59 15 2 9 10 4 8 5 12 3 6 7 11 14 13
72 1 60 15 2 9 10 4 8 5 12 3 11 7 6 14 13
65 1 61 15 12 9 10 4 8 5 2 3 11 7 6 14 13
69 1 62 15 12 9 10 8 4 5 2 3 11 7 6 14 13
66 1 63 9 12 15 10 8 4 5 2 3 11 7 6 14 13
68 1 64 9 12 10 15 8 4 5 2 3 11 7 6 14 13
66 1 65 9 12 15 10 8 4 5 2 3 11 7 6 14 13
64 1 66 9 12 15 10 11 4 5 2 3 8 7 6 14 13
72 1 67 9 12 15 10 11 4 5 2 3 8 7 13 14 6
68 1 68 9 12 15 10 11 4 5 2 7 8 3 13 14 6
61 1 69 9 12 15 10 11 4 5 2 7 8 3 13 6 14
58 1 70 9 12 15 4 11 10 5 2 7 8 3 13 6 14
62 1 71 9 12 15 2 11 10 5 4 7 8 3 13 6 14
52 1 72 9 12 14 2 11 10 5 4 7 8 3 13 6 15
62 1 73 9 12 14 2 11 10 6 4 7 8 3 13 5 15
52 1 74 9 5 14 2 11 10 6 4 7 8 3 13 12 15
53 1 75 9 5 14 2 11 10 3 4 7 8 6 13 12 15
47 1 76 9 5 14 2 11 3 10 4 7 8 6 13 12 15
36 1 77 9 5 14 2 11 12 10 4 7 8 6 13 3 15
41 1 78 9 5 14 2 11 12 10 4 7 8 6 3 13 15
49 1 79 9 5 14 2 11 8 10 4 7 12 6 3 13 15
48 1 80 9 4 14 2 11 8 10 5 7 12 6 3 13 15
45 1 81 9 4 14 2 11 8 10 7 5 12 6 3 13 15
51 1 82 9 13 14 2 11 8 10 7 5 12 6 3 4 15
50 1 83 9 13 14 2 11 8 10 7 6 12 5 3 4 15
51 1 84 9 13 14 2 11 8 10 7 6 4 5 3 12 15
43 1 85 9 13 3 2 11 8 10 7 6 4 5 14 12 15
45 1 86 9 13 3 2 11 8 7 10 6 4 5 14 12 15
48 1 87 9 13 3 2 5 8 7 10 6 4 11 14 12 15
46 1 88 9 13 3 15 5 8 7 10 6 4 11 14 12 2
68 1 89 5 13 3 15 9 8 7 10 6 4 11 14 12 2
58 1 90 5 13 3 15 12 8 7 10 6 4 11 14 9 2
50 1 91 15 13 3 5 12 8 7 10 6 4 11 14 9 2
60 1 92 15 13 10 5 12 8 7 3 6 4 11 14 9 2
56 1 93 15 13 10 7 12 8 5 3 6 4 11 14 9 2
52 1 94 15 13 10 7 12 8 5 3 6 4 14 11 9 2
55 1 95 15 13 10 7 12 8 5 3 6 4 14 11 2 9
58 1 96 15 13 10 7 12 14 5 3 6 4 8 11 2 9
51 1 97 13 15 10 7 12 14 5 3 6 4 8 11 2 9
50 1 98 13 15 10 7 12 11 5 3 6 4 8 14 2 9
47 1 99 13 15 10 7 12 11 5 3 6 4 9 14 2 8
45 2 0 13 15 10 7 12 11 5 3 6 4 14 9 2 8
51 2 1 13 8 10 7 12 11 5 3 6 4 14 9 2 15
55 2 2 13 8 12 7 10 11 5 3 6 4 14 9 2 15
55 2 3 13 8 12 7 10 11 5 15 6 4 14 9 2 3
65 2 4 13 8 12 7 10 4 5 15 6 11 14 9 2 3
62 2 5 13 8 12 7 10 4 2 15 6 11 14 9 5 3
74 2 6 13 2 12 7 10 4 8 15 6 11 14 9 5 3
81 2 7 13 5 12 7 10 4 8 15 6 11 14 9 2 3
87 2 8 13 5 12 3 10 4 8 15 6 11 14 9 2 7
81 2 9 13 5 12 3 6 4 8 15 10 11 14 9 2 7
72 2 10 12 5 13 3 6 4 8 15 10 11 14 9 2 7
62 2 11 12 6 13 3 5 4 8 15 10 11 14 9 2 7
62 2 12 12 6 13 3 9 4 8 15 10 11 14 5 2 7
63 2 13 12 6 13 3 9 15 8 4 10 11 14 5 2 7
71 2 14 9 6 13 3 12 15 8 4 10 11 14 5 2 7
73 2 15 9 6 15 3 12 13 8 4 10 11 14 5 2 7
86 2 16 5 6 15 3 12 13 8 4 10 11 14 9 2 7
79 2 17 5 7 15 3 12 13 8 4 10 11 14 9 2 6
69 2 18 11 7 15 3 12 13 8 4 10 5 14 9 2 6
71 2 19 11 7 15 3 12 13 8 4 9 5 14 10 2 6
66 2 20 11 7 15 3 12 13 8 6 9 5 14 10 2 4
73 2 21 11 7 15 3 12 5 8 6 9 13 14 10 2 4
69 2 22 11 7 15 3 12 5 8 6 14 13 9 10 2 4
64 2 23 11 7 15 8 12 5 3 6 14 13 9 10 2 4
70 2 24 11 7 15 8 12 5 3 6 14 13 10 9 2 4
69 2 25 11 7 15 8 12 10 3 6 14 13 5 9 2 4
64 2 26 11 4 15 8 12 10 3 6 14 13 5 9 2 7
62 2 27 11 4 15 8 12 10 9 6 14 13 5 3 2 7
53 2 28 11 4 15 8 12 10 9 6 2 13 5 3 14 7
60 2 29 11 4 15 14 12 10 9 6 2 13 5 3 8 7
61 2 30 11 4 6 14 12 10 9 15 2 13 5 3 8 7
55 2 31 11 4 6 14 12 10 9 13 2 15 5 3 8 7
58 2 32 11 4 6 14 3 10 9 13 2 15 5 12 8 7
50 2 33 15 4 6 14 3 10 9 13 2 11 5 12 8 7
56 2 34 15 4 6 14 3 10 12 13 2 11 5 9 8 7
57 2 35 15 4 6 3 14 10 12 13 2 11 5 9 8 7
45 2 36 15 4 6 3 14 10 12 13 8 11 5 9 2 7
48 2 37 15 4 6 3 14 10 12 13 8 7 5 9 2 11
59 2 38 15 4 6 3 14 10 12 7 8 13 5 9 2 11
56 2 39 15 8 6 3 14 10 12 13 4 7 5 9 2 11
65 2 40 15 8 6 3 4 10 12 13 14 7 5 9 2 11
65 2 41 15 8 6 3 10 4 12 13 14 7 5 9 2 11
60 2 42 3 8 6 15 10 4 12 13 14 7 5 9 2 11
78 2 43 3 8 6 15 10 4 5 13 14 7 12 9 2 11
68 2 44 3 8 11 15 10 4 5 13 14 7 12 9 2 6
64 2 45 3 8 11 15 10 4 14 13 5 7 12 9 2 6
56 2 46 3 8 11 15 10 5 14 13 4 7 12 9 2 6
63 2 47 3 8 11 9 10 5 14 13 4 7 12 15 2 6
60 2 48 3 8 7 9 10 5 14 13 4 11 12 15 2 6
65 2 49 3 8 7 9 10 5 14 13 4 11 6 15 2 12
63 2 50 4 8 7 9 10 5 14 13 3 11 12 15 2 6
63 2 51 6 8 7 9 10 5 14 13 3 11 12 15 2 4
69 2 52 6 8 15 9 10 5 14 13 3 11 12 7 2 4
74 2 53 6 8 15 5 10 9 14 13 3 11 12 7 2 4
57 2 54 7 8 15 5 10 9 14 13 3 11 12 6 2 4
54 2 55 7 8 10 5 15 9 14 13 3 11 12 6 2 4
52 2 56 7 8 10 5 15 9 3 13 14 11 12 6 2 4
47 2 57 7 4 10 5 15 9 3 13 14 11 12 6 2 8
45 2 58 4 7 10 5 15 9 3 13 14 11 12 6 2 8
47 2 59 4 7 10 5 15 9 3 6 14 11 12 13 2 8
51 2 60 4 7 10 5 15 9 3 6 8 11 12 13 2 14
53 2 61 4 14 10 5 15 9 3 6 8 11 12 13 2 7
55 2 62 4 14 10 5 7 9 3 6 8 11 12 13 2 15
57 2 63 4 14 9 5 7 10 3 6 8 11 12 13 2 15
56 2 64 4 14 9 5 7 10 3 6 8 13 12 11 2 15
60 2 65 4 14 6 5 7 10 3 9 8 13 12 11 2 15
66 2 66 7 14 6 5 4 10 3 9 8 13 12 11 2 15
61 2 67 7 14 6 5 12 10 3 9 8 13 4 11 2 15
66 2 68 7 10 6 5 12 14 3 9 8 13 4 11 2 15
67 2 69 7 10 6 5 12 14 3 9 8 11 4 13 2 15
74 2 70 3 10 6 5 12 14 7 9 8 11 4 13 2 15
64 2 71 3 10 8 5 12 14 7 9 6 11 4 13 2 15
64 2 72 3 10 8 5 12 14 7 9 4 11 6 13 2 15
64 2 73 3 10 8 5 12 14 7 9 4 6 11 13 2 15
68 2 74 11 10 8 5 12 14 7 9 4 6 3 13 2 15
68 2 75 11 10 8 5 12 14 15 9 4 6 3 13 2 7
63 2 76 11 10 8 5 12 14 15 9 4 2 3 13 6 7
65 2 77 11 10 8 5 12 14 15 13 4 2 3 9 6 7
77 2 78 11 10 8 3 12 14 15 13 4 2 5 9 6 7
86 2 79 11 10 8 3 12 14 15 13 5 2 4 9 6 7
72 2 80 5 10 8 3 12 14 15 13 11 2 4 9 6 7
67 2 81 5 10 9 3 12 14 15 13 11 2 4 8 6 7
57 2 82 5 10 9 3 14 12 15 13 11 2 4 8 6 7
58 2 83 5 10 9 3 14 8 15 13 11 2 4 12 6 7
62 2 84 5 10 9 3 7 8 15 13 11 2 4 12 6 14
68 2 85 5 9 10 3 7 8 15 13 11 2 4 12 6 14
60 2 86 5 9 3 10 7 8 15 13 11 2 4 12 6 14
56 2 87 5 14 3 10 7 8 15 13 11 2 4 12 6 9
67 2 88 5 6 3 10 7 8 15 13 11 2 4 12 14 9
72 2 89 11 6 3 10 7 8 15 13 5 2 4 12 14 9
68 2 90 11 6 3 10 7 13 15 8 5 2 4 12 14 9
74 2 91 11 6 4 10 7 13 15 8 5 2 3 12 14 9
61 2 92 8 6 4 10 7 13 15 11 5 2 3 12 14 9
68 2 93 8 6 4 10 7 13 14 11 5 2 3 12 15 9
63 2 94 8 6 4 10 11 13 14 7 5 2 3 12 15 9
65 2 95 8 6 4 10 11 13 14 3 5 2 7 12 15 9
65 2 96 14 6 4 10 11 13 8 3 5 2 7 12 15 9
60 2 97 14 6 4 10 11 8 13 3 5 2 7 12 15 9
61 2 98 14 6 4 10 11 8 13 3 5 9 7 12 15 2
55 2 99 14 6 4 10 11 15 13 3 5 9 7 12 8 2
66 3 0 14 2 4 10 11 15 13 3 5 9 7 12 8 6
80 3 1 14 13 4 10 11 15 2 3 5 9 7 12 8 6
70 3 2 15 13 4 10 11 14 2 3 5 9 7 12 8 6
67 3 3 15 13 4 10 11 12 2 3 5 9 7 14 8 6
64 3 4 15 13 12 10 11 4 2 3 5 9 7 14 8 6
67 3 5 15 13 12 11 10 4 2 3 5 9 7 14 8 6
69 3 6 15 13 12 11 10 4 2 3 5 14 7 9 8 6
69 3 7 15 13 12 11 10 4 2 3 6 14 7 9 8 5
59 3 8 15 13 12 11 10 4 5 3 6 14 7 9 8 2
57 3 9 15 13 12 11 10 4 5 3 6 14 7 8 9 2
62 3 10 15 13 12 11 10 4 14 3 6 5 7 8 9 2
68 3 11 15 13 12 4 10 11 14 3 6 5 7 8 9 2
61 3 12 15 13 12 4 10 11 6 3 14 5 7 8 9 2
55 3 13 15 13 4 12 10 11 6 3 14 5 7 8 9 2
49 3 14 15 10 4 12 13 11 6 3 14 5 7 8 9 2
69 3 15 15 10 4 12 13 5 6 3 14 11 7 8 9 2
67 3 16 8 10 4 12 13 5 6 3 14 11 7 15 9 2
58 3 17 8 10 4 12 13 5 3 6 14 11 7 15 9 2
43 3 18 8 10 4 12 14 5 3 6 13 11 7 15 9 2
47 3 19 8 10 14 12 4 5 3 6 13 11 7 15 9 2
59 3 20 8 10 13 12 4 5 3 6 14 11 7 15 9 2
48 3 21 8 10 13 12 4 11 3 6 14 5 7 15 9 2
48 3 22 8 10 9 12 4 11 3 6 14 5 7 15 13 2
57 3 23 10 8 9 12 4 11 3 6 14 5 7 15 13 2
66 3 24 10 8 9 12 6 11 3 4 14 5 7 15 13 2
66 3 25 10 8 9 12 5 11 3 4 14 6 7 15 13 2
63 3 26 10 8 9 12 13 11 3 4 14 6 7 15 5 2
50 3 27 10 5 9 12 13 11 3 4 14 6 7 15 8 2
48 3 28 10 5 9 12 13 11 7 4 14 6 3 15 8 2
55 3 29 10 4 9 12 13 11 7 5 14 6 3 15 8 2
53 3 30 10 4 9 15 13 11 7 5 14 6 3 12 8 2
56 3 31 10 4 9 15 13 6 7 5 14 11 3 12 8 2
59 3 32 10 4 9 15 13 6 3 5 14 11 7 12 8 2
50 3 33 11 4 9 15 13 6 3 5 14 10 7 12 8 2
42 3 34 12 4 9 15 13 6 3 5 14 10 7 11 8 2
53 3 35 12 4 9 15 13 6 2 5 14 10 7 11 8 3
67 3 36 10 4 9 15 13 6 2 5 14 12 7 11 8 3
57 3 37 10 4 9 15 7 6 2 5 14 12 13 11 8 3
61 3 38 10 4 9 15 7 12 2 5 14 6 13 11 8 3
62 3 39 10 4 5 15 7 12 2 9 14 6 13 11 8 3
63 3 40 10 4 2 15 7 12 5 9 14 6 13 11 8 3
70 3 41 10 4 2 15 7 12 5 6 14 9 13 11 8 3
73 3 42 10 4 2 15 7 12 5 11 14 9 13 6 8 3
62 3 43 15 4 2 10 7 12 5 11 14 9 13 6 8 3
60 3 44 15 4 2 10 7 12 5 11 14 3 13 6 8 9
57 3 45 15 4 2 10 7 6 5 11 14 3 13 12 8 9
56 3 46 13 4 2 10 7 6 5 11 14 3 15 12 8 9
56 3 47 8 4 2 10 7 6 5 11 14 3 15 12 13 9
68 3 48 8 4 2 12 7 6 5 11 14 3 15 10 13 9
58 3 49 8 4 2 12 7 6 15 11 14 3 5 10 13 9
52 3 50 10 4 2 12 7 6 15 11 14 3 5 8 13 9
41 3 51 10 12 2 4 7 6 15 11 14 3 5 8 13 9
44 3 52 10 12 2 4 7 6 15 5 14 3 11 8 13 9
52 3 53 10 12 2 4 11 6 15 5 14 3 7 8 13 9
62 3 54 10 12 2 14 11 6 15 5 4 3 7 8 13 9
56 3 55 10 12 2 14 11 4 15 5 6 3 7 8 13 9
62 3 56 10 12 2 14 11 4 9 5 6 3 7 8 13 15
72 3 57 10 12 13 14 11 4 9 5 6 3 7 8 2 15
71 3 58 10 12 13 14 9 4 11 5 6 3 7 8 2 15
77 3 59 10 12 13 14 9 4 3 5 6 11 7 8 2 15
75 3 60 10 12 13 14 3 4 9 5 6 11 7 8 2 15
76 3 61 10 12 13 14 3 4 9 5 6 11 7 15 2 8
63 3 62 10 12 11 14 3 4 9 5 6 13 7 15 2 8
61 3 63 10 12 11 14 3 9 4 5 6 13 7 15 2 8
64 3 64 13 12 11 14 3 9 4 5 6 10 7 15 2 8
63 3 65 13 12 11 14 3 9 4 5 6 10 7 8 2 15
64 3 66 13 12 11 14 3 9 8 5 6 10 7 4 2 15
58 3 67 13 12 8 14 3 9 11 5 6 10 7 4 2 15
74 3 68 13 12 3 14 8 9 11 5 6 10 7 4 2 15
62 3 69 13 5 3 14 8 9 11 12 6 10 7 4 2 15
54 3 70 13 3 5 14 8 9 11 12 6 10 7 4 2 15
60 3 71 13 3 5 14 8 9 10 12 6 11 7 4 2 15
60 3 72 15 3 5 14 8 9 10 12 6 11 7 4 2 13
49 3 73 15 3 5 14 4 9 10 12 6 11 7 8 2 13
52 3 74 15 7 5 14 4 9 10 12 6 11 3 8 2 13
52 3 75 15 7 6 14 4 9 10 12 5 11 3 8 2 13
57 3 76 15 7 6 14 4 9 10 12 2 11 3 8 5 13
60 3 77 15 7 6 14 4 10 9 12 2 11 3 8 5 13
57 3 78 15 7 6 14 4 9 10 12 2 11 3 8 5 13
48 3 79 15 7 6 14 4 9 10 12 2 11 5 8 3 13
50 3 80 15 7 6 14 5 9 10 12 2 11 4 8 3 13
51 3 81 15 7 6 14 5 12 10 9 2 11 4 8 3 13
50 3 82 15 7 6 14 5 9 10 12 2 11 4 8 3 13
59 3 83 15 7 6 14 5 9 10 12 2 13 4 8 3 11
60 3 84 15 7 6 14 5 12 10 9 2 13 4 8 3 11
54 3 85 15 12 6 14 5 7 10 9 2 13 4 8 3 11
50 3 86 15 12 8 14 5 7 10 9 2 13 4 6 3 11
54 3 87 15 12 8 14 2 7 10 9 5 13 4 6 3 11
57 3 88 15 12 9 14 2 7 10 8 5 13 4 6 3 11
66 3 89 15 12 9 14 8 7 10 2 5 13 4 6 3 11
57 3 90 15 12 9 14 2 7 10 8 5 13 4 6 3 11
53 3 91 15 12 9 14 2 7 13 8 5 10 4 6 3 11
54 3 92 15 12 9 14 2 7 3 8 5 10 4 6 13 11
63 3 93 15 12 9 14 2 7 3 8 5 10 11 6 13 4
61 3 94 15 12 9 14 2 7 3 8 5 10 11 4 13 6
63 3 95 15 12 3 14 2 7 9 8 5 10 11 4 13 6
69 3 96 13 12 3 14 2 7 9 8 5 10 11 4 15 6
56 3 97 13 12 3 14 2 7 9 10 5 8 11 4 15 6
58 3 98 13 12 3 14 2 7 9 10 5 8 4 11 15 6
57 3 99 13 12 3 14 2 7 9 10 5 8 15 11 4 6
63 4 0 13 12 3 14 9 7 2 10 5 8 15 11 4 6
56 4 1 13 12 7 14 9 3 2 10 5 8 15 11 4 6
65 4 2 13 12 7 14 9 3 8 10 5 2 15 11 4 6
63 4 3 13 12 7 14 9 3 6 10 5 2 15 11 4 8
49 4 4 13 12 2 14 9 3 6 10 5 7 15 11 4 8
66 4 5 13 12 2 14 9 5 6 10 3 7 15 11 4 8
60 4 6 13 12 4 14 9 5 6 10 3 7 15 11 2 8
62 4 7 13 12 5 14 9 4 6 10 3 7 15 11 2 8
71 4 8 13 12 5 8 9 4 6 10 3 7 15 11 2 14
68 4 9 13 12 5 8 9 4 6 10 2 7 15 11 3 14
